Chart_ID;Song_Title;Song_Subtitle;Song_Artist;Song_Length;MIN_BPM;MAX_BPM;Technical_Notation;Difficulty_Name;Difficulty_Rating;Step_Artist;Pack;Type
71;Daddy; ;sega bodega;00:02:13;141,00;141,00;FS;Hard;11;valgrind;15gays1pack;single
72;Daddy; ;sega bodega;00:02:13;141,00;141,00;FS BR DS SS;Challenge;12;valgrind;15gays1pack;single
73;DIP N DRIP; ;COBRAH;00:02:02;159,99;159,99;;Easy;7;valgrind;15gays1pack;single
74;DIP N DRIP; ;COBRAH;00:02:02;159,99;159,99;FS;Medium;9;valgrind;15gays1pack;single
75;DIP N DRIP; ;COBRAH;00:02:02;159,99;159,99;DS FS BR;Hard;11;valgrind;15gays1pack;single
76;DIP N DRIP; ;COBRAH;00:02:02;159,99;159,99;FS BR;Challenge;11;DRILLBOT;15gays1pack;single
77;drnfctn; ;Frums;00:01:56;132,00;132,00;;Beginner;1;CERiNG;15gays1pack;single
78;drnfctn; ;Frums;00:01:56;132,00;132,00;;Easy;3;CERiNG;15gays1pack;single
79;drnfctn; ;Frums;00:01:56;132,00;132,00;;Medium;6;CERiNG;15gays1pack;single
80;drnfctn; ;Frums;00:01:56;132,00;132,00;DS RH;Hard;10;CERiNG;15gays1pack;single
81;drnfctn; ;Frums;00:01:56;132,00;132,00;DS BR BU FS KS RH XO MA;Challenge;12;CERiNG;15gays1pack;single
82;Ether Second; ;Akira Complex;00:02:07;75,00;150,00;;Easy;7;DRILLBOT;15gays1pack;single
83;Ether Second; ;Akira Complex;00:02:07;75,00;150,00;;Medium;12;DRILLBOT;15gays1pack;single
84;Ether Second; ;Akira Complex;00:02:07;75,00;150,00;FS DS BR;Hard;13;DRILLBOT;15gays1pack;single
85;Ether Second; ;Akira Complex;00:02:07;75,00;150,00;FS BRF DS BU KS SS XO;Challenge;14;FrondalBird;15gays1pack;single
86;Fireman & Dancer; ;Royal Republic;00:02:29;151,00;151,00;;Beginner;3;ruunix2;15gays1pack;single
87;Fireman & Dancer; ;Royal Republic;00:02:29;151,00;151,00;XO;Easy;5;ruunix2;15gays1pack;single
88;Fireman & Dancer; ;Royal Republic;00:02:29;151,00;151,00;DS XO;Medium;8;ruunix2;15gays1pack;single
89;Fireman & Dancer; ;Royal Republic;00:02:29;151,00;151,00;DS XO SJ XM;Hard;11;ruunix2;15gays1pack;single
90;Fireman & Dancer; ;Royal Republic;00:02:29;151,00;151,00;FS JU XO DS BT FL XM;Challenge;12;ruunix2;15gays1pack;single
91;GAYCORE; ;mrsimon;00:02:00;154,00;154,00;XM;Beginner;2;Scrypts;15gays1pack;single
92;GAYCORE; ;mrsimon;00:02:00;154,00;154,00;XM RH;Easy;4;Scrypts;15gays1pack;single
93;GAYCORE; ;mrsimon;00:02:00;154,00;154,00;XM RH SJ;Medium;7;Scrypts;15gays1pack;single
94;GAYCORE; ;mrsimon;00:02:00;154,00;154,00;XM JU DS XO;Hard;9;Scrypts;15gays1pack;single
95;GAYCORE; ;mrsimon;00:02:00;154,00;154,00;XM DS FS HS XO;Challenge;11;Scrypts;15gays1pack;single
96;Get Wild; ;nostraightanswer;00:02:29;105,00;105,00;;Beginner;1;ruunix2;15gays1pack;single
97;Get Wild; ;nostraightanswer;00:02:29;105,00;105,00;;Easy;3;ruunix2;15gays1pack;single
98;Get Wild; ;nostraightanswer;00:02:29;105,00;105,00;XO XM;Medium;6;ruunix2;15gays1pack;single
99;Get Wild; ;nostraightanswer;00:02:29;105,00;105,00;DS XO XM;Hard;7;ruunix2;15gays1pack;single
100;Get Wild; ;nostraightanswer;00:02:29;105,00;105,00;DS XO FS SS BT XM;Challenge;10;ruunix2;15gays1pack;single
101;Girls Get Down; ;exjaynine;00:02:25;180,00;180,00;BU FS SJ;Challenge;14;Valex & Zaia;15gays1pack;single
102;Girls Get Down; ;exjaynine;00:02:25;180,00;180,00;;Hard;12;Valex;15gays1pack;single
103;Girls Get Down; ;exjaynine;00:02:25;180,00;180,00;;Medium;10;Valex;15gays1pack;single
104;Girls Get Down; ;exjaynine;00:02:25;180,00;180,00;;Beginner;6;Valex;15gays1pack;single
105;Girls Get Down; ;exjaynine;00:02:25;180,00;180,00;;Easy;8;Valex;15gays1pack;single
106;Glacierfall;(Paark Remix);Sakuraburst;00:02:13;170,00;170,00;;Easy;5;Valex;15gays1pack;single
107;Glacierfall;(Paark Remix);Sakuraburst;00:02:13;170,00;170,00;;Medium;7;Valex;15gays1pack;single
108;Glacierfall;(Paark Remix);Sakuraburst;00:02:13;170,00;170,00;JU;Hard;10;Valex;15gays1pack;single
109;Glacierfall;(Paark Remix);Sakuraburst;00:02:13;170,00;170,00;BR JU KS FS;Challenge;11;DRILLBOT;15gays1pack;single
110;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;;Beginner;3;KyDash;15gays1pack;single
111;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;RH;Easy;6;KyDash;15gays1pack;single
112;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;XO BR RH;Medium;10;KyDash;15gays1pack;single
113;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;BR XO FS JA RH;Hard;12;KyDash & tari;15gays1pack;single
114;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;XM BR XO FS DSFL JA DR RH BRFS;Challenge;15;KyDash & StarUndrscre;15gays1pack;single
115;grode;(A-Saph's Multigenre Remix);dandeless;00:07:36;140,00;250,00;XM BR XO FS DSFL JA DR RH BRFS;Edit;18;KyDash & StarUndrscre;15gays1pack;single
116;H2hoe; ;CupcakKe;00:01:59;124,00;124,00;;Beginner;1;KyDash;15gays1pack;single
117;H2hoe; ;CupcakKe;00:01:59;124,00;124,00;;Easy;4;KyDash;15gays1pack;single
118;H2hoe; ;CupcakKe;00:01:59;124,00;124,00;;Medium;6;KyDash;15gays1pack;single
119;H2hoe; ;CupcakKe;00:01:59;124,00;124,00;XO JU;Hard;7;Talkion;15gays1pack;single
120;H2hoe; ;CupcakKe;00:01:59;124,00;124,00;XO JU RH;Challenge;10;Talkion;15gays1pack;single
121;Haus of Holbein;(No CMOD);Six The Musical (Studio Cast Recording);00:02:06;150,00;150,00;;Beginner;1;djfipu;15gays1pack;single
122;Haus of Holbein;(No CMOD);Six The Musical (Studio Cast Recording);00:02:06;150,00;150,00;;Easy;4;djfipu;15gays1pack;single
123;Haus of Holbein;(No CMOD);Six The Musical (Studio Cast Recording);00:02:06;150,00;150,00;;Medium;7;djfipu;15gays1pack;single
124;Haus of Holbein;(No CMOD);Six The Musical (Studio Cast Recording);00:02:06;150,00;150,00;;Hard;10;valgrind;15gays1pack;single
125;Haus of Holbein;(No CMOD);Six The Musical (Studio Cast Recording);00:02:06;150,00;150,00;;Challenge;11;djfipu;15gays1pack;single
126;HEADLIGHTS; ;Wolfgun;00:02:27;112,00;112,00;;Beginner;1;KyDash;15gays1pack;single
127;HEADLIGHTS; ;Wolfgun;00:02:27;112,00;112,00;;Easy;3;KyDash;15gays1pack;single
128;HEADLIGHTS; ;Wolfgun;00:02:27;112,00;112,00;;Medium;4;KyDash;15gays1pack;single
129;HEADLIGHTS; ;Wolfgun;00:02:27;112,00;112,00;SJ;Hard;6;KyDash;15gays1pack;single
130;HEADLIGHTS; ;Wolfgun;00:02:27;112,00;112,00;SJ DS;Challenge;7;KyDash;15gays1pack;single
131;I KNOW WHERE YOU LIVE; ;Ranipla;00:02:36;185,00;185,00;;Easy;4;DRILLBOT;15gays1pack;single
132;I KNOW WHERE YOU LIVE; ;Ranipla;00:02:36;185,00;185,00;;Medium;5;DRILLBOT;15gays1pack;single
133;I KNOW WHERE YOU LIVE; ;Ranipla;00:02:36;185,00;185,00;;Hard;8;DRILLBOT;15gays1pack;single
134;I KNOW WHERE YOU LIVE; ;Ranipla;00:02:36;185,00;185,00;JU FS XO BU;Challenge;11;StarUndrscre;15gays1pack;single
135;Immaterial (GASSED UP REMIX); ;SOPHIE (remixed by Alice Gas);00:02:07;190,00;190,00;;Easy;7;valgrind;15gays1pack;single
136;Immaterial (GASSED UP REMIX); ;SOPHIE (remixed by Alice Gas);00:02:07;190,00;190,00;;Medium;9;valgrind;15gays1pack;single
137;Immaterial (GASSED UP REMIX); ;SOPHIE (remixed by Alice Gas);00:02:07;190,00;190,00;;Hard;10;valgrind;15gays1pack;single
138;Immaterial (GASSED UP REMIX); ;SOPHIE (remixed by Alice Gas);00:02:07;190,00;190,00;XO DS;Challenge;11;valgrind & StarrySergal;15gays1pack;single
139;Immaterial; ;SOPHIE;00:01:57;140,00;140,00;;Beginner;1;Valex;15gays1pack;single
140;Immaterial; ;SOPHIE;00:01:57;140,00;140,00;;Easy;3;Valex;15gays1pack;single
141;Immaterial; ;SOPHIE;00:01:57;140,00;140,00;;Medium;6;Valex;15gays1pack;single
142;Immaterial; ;SOPHIE;00:01:57;140,00;140,00;XO;Hard;8;Valex;15gays1pack;single
143;Immaterial; ;SOPHIE;00:01:57;140,00;140,00;XO JA DS;Challenge;9;valgrind & StarrySergal;15gays1pack;single
144;Levitating; ;Dua Lipa;00:02:03;103,00;103,00;;Beginner;3;StarrySergal;15gays1pack;single
145;Levitating; ;Dua Lipa;00:02:03;103,00;103,00;FS XO BU;Easy;14;StarrySergal;15gays1pack;single
146;Levitating; ;Dua Lipa;00:02:03;103,00;103,00;;Medium;6;StarrySergal;15gays1pack;single
147;Levitating; ;Dua Lipa;00:02:03;103,00;103,00;;Hard;9;StarrySergal;15gays1pack;single
148;Levitating; ;Dua Lipa;00:02:03;103,00;103,00;FS XO BU;Challenge;12;StarrySergal;15gays1pack;single
149;Manzai Birds;(Alt. Version);Tsunkuâ™‚;00:01:43;98,00;98,00;NoTech;Easy;1;Vv;15gays1pack;single
150;Manzai Birds;(Alt. Version);Tsunkuâ™‚;00:01:43;98,00;98,00;JA JU;Medium;5;Vv;15gays1pack;single
