Chart_ID;Song_Title;Song_Subtitle;Song_Artist;Song_Length;Song_BPM;Technical_Notation;Difficulty_Name;Difficulty_Rating;Step_Artist;Pack
224;Making Zurek While Getting A Flandre Fumo Shoved Up My Ass;(Bass Tester EXTREME 2 Anthem);ReeK/Asatsumei;244;130.000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 2
225;Making Zurek While Getting A Flandre Fumo Shoved Up My Ass;(Bass Tester EXTREME 2 Anthem);ReeK/Asatsumei;244;130.000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 2
226;Making Zurek While Getting A Flandre Fumo Shoved Up My Ass;(Bass Tester EXTREME 2 Anthem);ReeK/Asatsumei;244;130.000;XM JU XO-;Medium;9;Tidek;Bass Tester EXTREME 2
227;Making Zurek While Getting A Flandre Fumo Shoved Up My Ass;(Bass Tester EXTREME 2 Anthem);ReeK/Asatsumei;244;130.000;XM+ B+XF BU;Hard;12;Tidek;Bass Tester EXTREME 2
228;Making Zurek While Getting A Flandre Fumo Shoved Up My Ass;(Bass Tester EXTREME 2 Anthem);ReeK/Asatsumei;244;130.000;XM+ XD+;Challenge;15;Tidek;Bass Tester EXTREME 2
229;Megaton Karma; ;DJ Myosuke;206;135.000000 - 270.000000;XM;Beginner;2;AltVoid;Bass Tester EXTREME 2
230;Megaton Karma; ;DJ Myosuke;206;135.000000 - 270.000000;XM;Easy;5;AltVoid;Bass Tester EXTREME 2
231;Megaton Karma; ;DJ Myosuke;206;135.000000 - 270.000000;XM;Medium;9;AltVoid;Bass Tester EXTREME 2
232;Megaton Karma; ;DJ Myosuke;206;135.000000 - 270.000000;XM STR DR;Hard;11;AltVoid;Bass Tester EXTREME 2
233;Megaton Karma; ;DJ Myosuke;206;135.000000 - 270.000000;XM BU+ JA+ XO;Challenge;15;AltVoid;Bass Tester EXTREME 2
234;Next Level; ;Krowdexx;150;155.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 2
235;Next Level; ;Krowdexx;150;155.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 2
236;Next Level; ;Krowdexx;150;155.000000;XM;Medium;8;Tidek;Bass Tester EXTREME 2
237;Next Level; ;Krowdexx;150;155.000000;XM FS SS;Hard;10;Tidek;Bass Tester EXTREME 2
238;Next Level; ;Krowdexx;150;155.000000;XM BR FS;Challenge;12;Tidek;Bass Tester EXTREME 2
239;Nowadays Music; ;So Juice;153;158.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 2
240;Nowadays Music; ;So Juice;153;158.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 2
241;Nowadays Music; ;So Juice;153;158.000000;XO;Medium;8;Tidek;Bass Tester EXTREME 2
242;Nowadays Music; ;So Juice;153;158.000000;FS XO SJ- JA-;Hard;10;Tidek;Bass Tester EXTREME 2
243;Nowadays Music; ;So Juice;153;158.000000;B+XF SS RH-;Challenge;13;Tidek;Bass Tester EXTREME 2
244;Once Upon A Time In The Feels; ;Geck-o;238;135.000000;No Tech;Beginner;1;AltVoid;Bass Tester EXTREME 2
245;Once Upon A Time In The Feels; ;Geck-o;238;135.000000;No Tech;Easy;3;AltVoid;Bass Tester EXTREME 2
246;Once Upon A Time In The Feels; ;Geck-o;238;135.000000;No Tech;Medium;5;AltVoid;Bass Tester EXTREME 2
247;Once Upon A Time In The Feels; ;Geck-o;238;135.000000;XO+ JU;Hard;8;AltVoid;Bass Tester EXTREME 2
248;Once Upon A Time In The Feels; ;Geck-o;238;135.000000;STR MA FS JU;Challenge;11;AltVoid;Bass Tester EXTREME 2
249;OREPOLE;(My cyganie Hardstyle SRAKA Remix);DJ OTIS;148;95.000000 - 300.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 2
250;OREPOLE;(My cyganie Hardstyle SRAKA Remix);DJ OTIS;148;95.000000 - 300.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 2
251;OREPOLE;(My cyganie Hardstyle SRAKA Remix);DJ OTIS;148;95.000000 - 300.000000;No Tech;Medium;8;Tidek;Bass Tester EXTREME 2
252;OREPOLE;(My cyganie Hardstyle SRAKA Remix);DJ OTIS;148;95.000000 - 300.000000;JU;Hard;10;Tidek;Bass Tester EXTREME 2
253;OREPOLE;(My cyganie Hardstyle SRAKA Remix);DJ OTIS;148;95.000000 - 300.000000;JU XO FS RH-;Challenge;11;Tidek;Bass Tester EXTREME 2
254;PAN POLICJANT;(MADD HARDSTYLE BOOTLEG);PRZEDSZKOLE NUTKA;129;150.000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 2
255;PAN POLICJANT;(MADD HARDSTYLE BOOTLEG);PRZEDSZKOLE NUTKA;129;150.000;No Tech;Easy;3;Tidek;Bass Tester EXTREME 2
256;PAN POLICJANT;(MADD HARDSTYLE BOOTLEG);PRZEDSZKOLE NUTKA;129;150.000;No Tech;Medium;5;Tidek;Bass Tester EXTREME 2
257;PAN POLICJANT;(MADD HARDSTYLE BOOTLEG);PRZEDSZKOLE NUTKA;129;150.000;XM;Hard;7;Tidek;Bass Tester EXTREME 2
258;PAN POLICJANT;(MADD HARDSTYLE BOOTLEG);PRZEDSZKOLE NUTKA;129;150.000;XM DS;Challenge;8;Tidek;Bass Tester EXTREME 2
259;PATOINTELIGENCJA;(REMIX ZAJEBI$TY);WIXAPOL X MATA;188;157.000;No Tech;Beginner;2;Ayaka;Bass Tester EXTREME 2
260;PATOINTELIGENCJA;(REMIX ZAJEBI$TY);WIXAPOL X MATA;188;157.000;No Tech;Easy;4;Ayaka;Bass Tester EXTREME 2
261;PATOINTELIGENCJA;(REMIX ZAJEBI$TY);WIXAPOL X MATA;188;157.000;XO JU DS;Medium;8;Ayaka;Bass Tester EXTREME 2
262;PATOINTELIGENCJA;(REMIX ZAJEBI$TY);WIXAPOL X MATA;188;157.000;XO JU SJ- BR-;Hard;10;Ayaka;Bass Tester EXTREME 2
263;PATOINTELIGENCJA;(REMIX ZAJEBI$TY);WIXAPOL X MATA;188;157.000;BU+ BR+ FS RH BT-;Challenge;14;Ayaka;Bass Tester EXTREME 2
264;Stars Can't Shine; ;Aekhloria;181;327.000000;No Tech;Beginner;1;AltVoid;Bass Tester EXTREME 2
265;Stars Can't Shine; ;Aekhloria;181;327.000000;Rolls;Easy;6;AltVoid;Bass Tester EXTREME 2
266;Stars Can't Shine; ;Aekhloria;181;327.000000;Rolls;Medium;9;AltVoid;Bass Tester EXTREME 2
267;Stars Can't Shine; ;Aekhloria;181;327.000000;STR@163 JU;Hard;12;AltVoid;Bass Tester EXTREME 2
268;Stars Can't Shine; ;Aekhloria;181;327.000000;STR@245 DR;Challenge;16;AltVoid;Bass Tester EXTREME 2
269;SZCZENSCIE; ;KOCIACZEK;188;200.000000;XM-;Beginner;1;AltVoid;Bass Tester EXTREME 2
270;SZCZENSCIE; ;KOCIACZEK;188;200.000000;XM-;Easy;5;AltVoid;Bass Tester EXTREME 2
271;SZCZENSCIE; ;KOCIACZEK;188;200.000000;XM- JA;Medium;7;AltVoid;Bass Tester EXTREME 2
272;SZCZENSCIE; ;KOCIACZEK;188;200.000000;XM- XO;Hard;9;AltVoid;Bass Tester EXTREME 2
273;SZCZENSCIE; ;KOCIACZEK;188;200.000000;XM- HS+ JU FS SJ XO;Challenge;10;Arki;Bass Tester EXTREME 2
274;THE RECKONING; ;Marauda;160;140.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 2
275;THE RECKONING; ;Marauda;160;140.000000;RH;Easy;4;Tidek;Bass Tester EXTREME 2
276;THE RECKONING; ;Marauda;160;140.000000;RH+;Medium;7;Tidek;Bass Tester EXTREME 2
277;THE RECKONING; ;Marauda;160;140.000000;RH+;Hard;9;Tidek;Bass Tester EXTREME 2
278;THE RECKONING; ;Marauda;160;140.000000;RH+ SJ DS DR-;Challenge;11;Tidek;Bass Tester EXTREME 2
279;Titanium;(Rebelion Bootleg);David Guetta ft Sia;175;160.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 2
280;Titanium;(Rebelion Bootleg);David Guetta ft Sia;175;160.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 2
281;Titanium;(Rebelion Bootleg);David Guetta ft Sia;175;160.000000;XO FS;Medium;8;Tidek;Bass Tester EXTREME 2
282;Titanium;(Rebelion Bootleg);David Guetta ft Sia;175;160.000000;BR HS-;Hard;11;Tidek;Bass Tester EXTREME 2
283;Titanium;(Rebelion Bootleg);David Guetta ft Sia;175;160.000000;STR BR XO HS- BT-;Challenge;13;Tidek;Bass Tester EXTREME 2
284;TNThicc; ;AltVoid;214;138.000000 - 238.000000;XM;Beginner;2;AltVoid;Bass Tester EXTREME 2
285;TNThicc; ;AltVoid;214;138.000000 - 238.000000;XM;Easy;5;AltVoid;Bass Tester EXTREME 2
286;TNThicc; ;AltVoid;214;138.000000 - 238.000000;XM JA DR;Medium;8;AltVoid;Bass Tester EXTREME 2
287;TNThicc; ;AltVoid;214;138.000000 - 238.000000;XM+ XO FS JA JU SS HS DS-;Hard;12;BTE 2 Team;Bass Tester EXTREME 2
288;TNThicc; ;AltVoid;214;138.000000 - 238.000000;XM+ B+X-F+ BU+ BT DS    ;Challenge;15;BTE 2 Team;Bass Tester EXTREME 2
289;TONIE MAJAMI;(REMIX ZAJEBI$TY);WIXAPOL X HEWRA;194;155.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 2
290;TONIE MAJAMI;(REMIX ZAJEBI$TY);WIXAPOL X HEWRA;194;155.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 2
291;TONIE MAJAMI;(REMIX ZAJEBI$TY);WIXAPOL X HEWRA;194;155.000000;No Tech;Medium;8;Tidek;Bass Tester EXTREME 2
292;TONIE MAJAMI;(REMIX ZAJEBI$TY);WIXAPOL X HEWRA;194;155.000000;No Tech;Hard;10;Tidek;Bass Tester EXTREME 2
293;TONIE MAJAMI;(REMIX ZAJEBI$TY);WIXAPOL X HEWRA;194;155.000000;STR 8/28*/38*;Challenge;13;Tidek;Bass Tester EXTREME 2
294;Walls Cave In; ;Soltan & NAZAAR;203;150.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 2
295;Walls Cave In; ;Soltan & NAZAAR;203;150.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 2
296;Walls Cave In; ;Soltan & NAZAAR;203;150.000000;RH DS-;Medium;7;Tidek;Bass Tester EXTREME 2
297;Walls Cave In; ;Soltan & NAZAAR;203;150.000000;RH DS DT-;Hard;9;Tidek;Bass Tester EXTREME 2
298;Walls Cave In; ;Soltan & NAZAAR;203;150.000000;Holds+ RH FS BR BU SJ ;Challenge;11;Tidek;Bass Tester EXTREME 2
299;WCHJ;(REMIX ZAJEBI$TY);WIXAPOL X KINNY ZIMMER;190;150.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 2
300;WCHJ;(REMIX ZAJEBI$TY);WIXAPOL X KINNY ZIMMER;190;150.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 2
301;WCHJ;(REMIX ZAJEBI$TY);WIXAPOL X KINNY ZIMMER;190;150.000000;No Tech;Medium;6;Tidek;Bass Tester EXTREME 2
302;WCHJ;(REMIX ZAJEBI$TY);WIXAPOL X KINNY ZIMMER;190;150.000000;FS;Hard;8;Tidek;Bass Tester EXTREME 2
303;WCHJ;(REMIX ZAJEBI$TY);WIXAPOL X KINNY ZIMMER;190;150.000000;FS+ BU HS DS XO-;Challenge;10;Tidek;Bass Tester EXTREME 2
304;Wez Pigulke; ;DJ Hazel;201;137.612000;No Tech;Beginner;2;Arki;Bass Tester EXTREME 2
305;Wez Pigulke; ;DJ Hazel;201;137.612000;No Tech;Easy;4;Arki;Bass Tester EXTREME 2
306;Wez Pigulke; ;DJ Hazel;201;137.612000;No Tech;Medium;7;Arki;Bass Tester EXTREME 2
307;Wez Pigulke; ;DJ Hazel;201;137.612000;XO;Hard;9;Arki;Bass Tester EXTREME 2
308;Wez Pigulke; ;DJ Hazel;201;137.612000;STR 23'716-32;Challenge;12;Arki;Bass Tester EXTREME 2
309;Yippee Ki Yay; ;Broken Minds x MBK x MC Prime;146;105.000000;No Tech;Beginner;2;Ayaka;Bass Tester EXTREME 2
310;Yippee Ki Yay; ;Broken Minds x MBK x MC Prime;146;105.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 2
311;Yippee Ki Yay; ;Broken Minds x MBK x MC Prime;146;105.000000;No Tech;Medium;6;Ayaka;Bass Tester EXTREME 2
312;Yippee Ki Yay; ;Broken Minds x MBK x MC Prime;146;105.000000;JU+;Hard;9;Ayaka;Bass Tester EXTREME 2
313;Yippee Ki Yay; ;Broken Minds x MBK x MC Prime;146;105.000000;BR BU XO JU;Challenge;12;Ayaka;Bass Tester EXTREME 2
314;25N168W; ;iboibo;129;100.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
315;25N168W; ;iboibo;129;100.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
316;25N168W; ;iboibo;129;100.000000;DS FS-;Medium;7;Tidek;Bass Tester EXTREME 3
317;25N168W; ;iboibo;129;100.000000;FS XO DS DT-;Hard;9;Tidek;Bass Tester EXTREME 3
318;25N168W; ;iboibo;129;100.000000;DS+ FS DT BU;Challenge;10;Tidek;Bass Tester EXTREME 3
319;A MILLION WAYS TO MURDER; ;Kordhell;119;115.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
320;A MILLION WAYS TO MURDER; ;Kordhell;119;115.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
321;A MILLION WAYS TO MURDER; ;Kordhell;119;115.000000;No Tech;Medium;8;Tidek;Bass Tester EXTREME 3
322;A MILLION WAYS TO MURDER; ;Kordhell;119;115.000000;FS BR BU-;Hard;10;Tidek;Bass Tester EXTREME 3
323;A MILLION WAYS TO MURDER; ;Kordhell;119;115.000000;STR FS BR BU;Challenge;12;zb;Bass Tester EXTREME 3
324;Activation; ;Aversion;175;160.000000; ;Beginner;2;Ayaka;Bass Tester EXTREME 3
325;Activation; ;Aversion;175;160.000000; ;Easy;4;Ayaka;Bass Tester EXTREME 3
326;Activation; ;Aversion;175;160.000000;FS JU XO-;Medium;8;Ayaka;Bass Tester EXTREME 3
327;Activation; ;Aversion;175;160.000000;BXF JU BU-;Hard;10;Ayaka;Bass Tester EXTREME 3
328;Activation; ;Aversion;175;160.000000;BR++ BRJA BT FS BRFS- FL-;Challenge;11;Koizumi Chineko;Bass Tester EXTREME 3
329;Arcana Eden; ;Team Grimoire vs Sakuzyo vs Laur;182;211.000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
330;Arcana Eden; ;Team Grimoire vs Sakuzyo vs Laur;182;211.000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
331;Arcana Eden; ;Team Grimoire vs Sakuzyo vs Laur;182;211.000;XM+ RH;Medium;9;Tidek;Bass Tester EXTREME 3
332;Arcana Eden; ;Team Grimoire vs Sakuzyo vs Laur;182;211.000;XM+ XO RH DT SJ;Hard;10;Tidek;Bass Tester EXTREME 3
333;Arcana Eden; ;Team Grimoire vs Sakuzyo vs Laur;182;211.000;XM+ SPD XO RH SJ;Challenge;12;Tidek;Bass Tester EXTREME 3
334;Attractor Dimension; ;Laur;154;145.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
335;Attractor Dimension; ;Laur;154;145.000000;XO;Easy;7;Tidek;Bass Tester EXTREME 3
336;Attractor Dimension; ;Laur;154;145.000000;XO;Medium;10;Tidek;Bass Tester EXTREME 3
337;Attractor Dimension; ;Laur;154;145.000000;XO FS BU-;Hard;12;Tidek;Bass Tester EXTREME 3
338;Attractor Dimension; ;Laur;154;145.000000;BU+ XO;Challenge;14;Tidek;Bass Tester EXTREME 3
339;Bass Slut;(Original Mix);S3RL ft. Tamika;139;175.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
340;Bass Slut;(Original Mix);S3RL ft. Tamika;139;175.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
341;Bass Slut;(Original Mix);S3RL ft. Tamika;139;175.000000;XO DT;Medium;9;Tidek;Bass Tester EXTREME 3
342;Bass Slut;(Original Mix);S3RL ft. Tamika;139;175.000000;STR (16/13);Hard;12;Tidek;Bass Tester EXTREME 3
343;Bass Slut;(Original Mix);S3RL ft. Tamika;139;175.000000;STR BX-F BRFS DR- MA-;Challenge;15;arki;Bass Tester EXTREME 3
344;Black Altar; ;Laur;196;160.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
345;Black Altar; ;Laur;196;160.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
346;Black Altar; ;Laur;196;160.000000;BR;Medium;8;Tidek;Bass Tester EXTREME 3
347;Black Altar; ;Laur;196;160.000000;BR+ FS;Hard;11;Tidek;Bass Tester EXTREME 3
348;Black Altar; ;Laur;196;160.000000;BX-F+ BU HS;Challenge;12;Tidek;Bass Tester EXTREME 3
349;Black Magic; ;Lektrique x Sam Lamar;159;112.000000;No Tech;Beginner;3;LeBlusz;Bass Tester EXTREME 3
350;Black Magic; ;Lektrique x Sam Lamar;159;112.000000;XM- JU DT-;Easy;5;LeBlusz;Bass Tester EXTREME 3
351;Black Magic; ;Lektrique x Sam Lamar;159;112.000000;XM+ JU JH ;Medium;7;NiuQ;Bass Tester EXTREME 3
352;Black Magic; ;Lektrique x Sam Lamar;159;112.000000;XM+ BR JU JH-;Hard;8;LeBlusz;Bass Tester EXTREME 3
353;Black Magic; ;Lektrique x Sam Lamar;159;112.000;XM+ BR+ FS JU- BU-;Challenge;10;LeBlusz;Bass Tester EXTREME 3
354;Blue Betreyal; ;DJ SHARPNEL;335;175.197;No Tech;Beginner;2;Ayaka;Bass Tester EXTREME 3
355;Blue Betreyal; ;DJ SHARPNEL;335;175.197;No Tech;Easy;5;Ayaka;Bass Tester EXTREME 3
356;Blue Betreyal; ;DJ SHARPNEL;335;175.197;JU;Medium;10;Ayaka;Bass Tester EXTREME 3
357;Blue Betreyal; ;DJ SHARPNEL;335;175.197;STR (@132);Hard;12;Ayaka;Bass Tester EXTREME 3
358;Blue Betreyal; ;DJ SHARPNEL;335;175.197;STR (@132) DT+ JA BR SJ-;Challenge;13;Ayaka;Bass Tester EXTREME 3
359;Break Through Myself;(feat. Risa Yuzuki);DJ Myosuke & Laur;145;200.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
360;Break Through Myself;(feat. Risa Yuzuki);DJ Myosuke & Laur;145;200.000000;No Tech;Easy;7;Tidek;Bass Tester EXTREME 3
361;Break Through Myself;(feat. Risa Yuzuki);DJ Myosuke & Laur;145;200.000000;FS;Medium;9;Tidek;Bass Tester EXTREME 3
362;Break Through Myself;(feat. Risa Yuzuki);DJ Myosuke & Laur;145;200.000000;SPD;Hard;11;Tidek;Bass Tester EXTREME 3
363;Break Through Myself;(feat. Risa Yuzuki);DJ Myosuke & Laur;145;200.000000;SPD BR+;Challenge;13;Tidek;Bass Tester EXTREME 3
364;Broccoli Fuck;(KIMMERCORE'S RIMMERCORE PIEP FARK REMIX);GPF, Riot Shift, Kimmercore;135;120.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
365;Broccoli Fuck;(KIMMERCORE'S RIMMERCORE PIEP FARK REMIX);GPF, Riot Shift, Kimmercore;135;120.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
366;Broccoli Fuck;(KIMMERCORE'S RIMMERCORE PIEP FARK REMIX);GPF, Riot Shift, Kimmercore;135;120.000000;JH;Medium;6;Tidek;Bass Tester EXTREME 3
367;Broccoli Fuck;(KIMMERCORE'S RIMMERCORE PIEP FARK REMIX);GPF, Riot Shift, Kimmercore;135;120.000000;DR;Hard;9;Tidek;Bass Tester EXTREME 3
368;Broccoli Fuck;(KIMMERCORE'S RIMMERCORE PIEP FARK REMIX);GPF, Riot Shift, Kimmercore;135;120.000000;FS BU RH-;Challenge;10;Tidek;Bass Tester EXTREME 3
369;BZZRK;(Jkyl & Hyde Remix);SVDDEN DEATH X AFK;177;170.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
370;BZZRK;(Jkyl & Hyde Remix);SVDDEN DEATH X AFK;177;170.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
371;BZZRK;(Jkyl & Hyde Remix);SVDDEN DEATH X AFK;177;170.000000;DS;Medium;7;Tidek;Bass Tester EXTREME 3
372;BZZRK;(Jkyl & Hyde Remix);SVDDEN DEATH X AFK;177;170.000000;DS;Hard;9;Tidek;Bass Tester EXTREME 3
373;BZZRK;(Jkyl & Hyde Remix);SVDDEN DEATH X AFK;177;170.000000;JA DS RH;Challenge;11;Tidek;Bass Tester EXTREME 3
374;Chipiep Chipiep Gabber Gabber;(Dubidubidu Trixy Happiep Happiep Cat Piep Bootleg);Trixy(Tr!xy);120;200.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
375;Chipiep Chipiep Gabber Gabber;(Dubidubidu Trixy Happiep Happiep Cat Piep Bootleg);Trixy(Tr!xy);120;200.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
376;Chipiep Chipiep Gabber Gabber;(Dubidubidu Trixy Happiep Happiep Cat Piep Bootleg);Trixy(Tr!xy);120;200.000000;BR XO FS 360 DS-;Medium;8;Maryushi3;Bass Tester EXTREME 3
377;Chipiep Chipiep Gabber Gabber;(Dubidubidu Trixy Happiep Happiep Cat Piep Bootleg);Trixy(Tr!xy);120;200.000000;BX+F BU JU 360- MA-;Hard;10;Maryushi3;Bass Tester EXTREME 3
378;Chipiep Chipiep Gabber Gabber;(Dubidubidu Trixy Happiep Happiep Cat Piep Bootleg);Trixy(Tr!xy);120;200.000000;B++XF BT SS-;Challenge;12;Tidek;Bass Tester EXTREME 3
379;Cosmic Blaster; ;Laur;180;160.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
380;Cosmic Blaster; ;Laur;180;160.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
381;Cosmic Blaster; ;Laur;180;160.000000;DS FS;Medium;8;Tidek;Bass Tester EXTREME 3
382;Cosmic Blaster; ;Laur;180;160.000000;FS BT BR;Hard;11;Tidek;Bass Tester EXTREME 3
383;Cosmic Blaster; ;Laur;180;160.000000;FS+ SS BR BT BU DS RH-;Challenge;13;Tidek;Bass Tester EXTREME 3
384;Dam Dadi Doo;(Nightcore);Fantasy Project feat. NDA;163;172.625;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
385;Dam Dadi Doo;(Nightcore);Fantasy Project feat. NDA;163;172.625;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
386;Dam Dadi Doo;(Nightcore);Fantasy Project feat. NDA;163;172.625;No Tech;Medium;7;Tidek;Bass Tester EXTREME 3
387;Dam Dadi Doo;(Nightcore);Fantasy Project feat. NDA;163;172.625;No Tech;Hard;10;Tidek;Bass Tester EXTREME 3
388;Dam Dadi Doo;(Nightcore);Fantasy Project feat. NDA;163;172.625;STR (37 Total);Challenge;12;arki;Bass Tester EXTREME 3
389;DEMONS IN MY SOUL; ;SCXR SOUL x Sx1nxwy;101;100.000;No Tech;Beginner;1;Lisek;Bass Tester EXTREME 3
390;DEMONS IN MY SOUL; ;SCXR SOUL x Sx1nxwy;101;100.000;XM DT-;Easy;4;Lisek;Bass Tester EXTREME 3
391;DEMONS IN MY SOUL; ;SCXR SOUL x Sx1nxwy;101;100.000;XM DT FS;Medium;6;Lisek;Bass Tester EXTREME 3
392;DEMONS IN MY SOUL; ;SCXR SOUL x Sx1nxwy;101;100.000;XM JU BR-;Hard;8;Lisek;Bass Tester EXTREME 3
393;DEMONS IN MY SOUL; ;SCXR SOUL x Sx1nxwy;101;100.000;XM DT-;Challenge;9;Lisek;Bass Tester EXTREME 3
394;Dog Girl; ;Joshe_pro;154;152.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
395;Dog Girl; ;Joshe_pro;154;152.000000;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
396;Dog Girl; ;Joshe_pro;154;152.000000;No Tech;Medium;7;Tidek;Bass Tester EXTREME 3
397;Dog Girl; ;Joshe_pro;154;152.000000;XO 360s Hands;Hard;9;Tidek;Bass Tester EXTREME 3
398;Dog Girl; ;Joshe_pro;154;152.000000;STR BXF;Challenge;12;Tidek;Bass Tester EXTREME 3
399;Erika;(Remix);DJ OTIS;160;160.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
400;Erika;(Remix);DJ OTIS;160;160.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
401;Erika;(Remix);DJ OTIS;160;160.000000;FL- DS-;Medium;10;Tidek;Bass Tester EXTREME 3
402;Erika;(Remix);DJ OTIS;160;160.000000;BXF FL- DS-;Hard;12;Tidek;Bass Tester EXTREME 3
403;Erika;(Remix);DJ OTIS;160;160.000000;STR BXF FL- DS-;Challenge;13;Tidek;Bass Tester EXTREME 3
404;Fantasy;(Tricky Disco);W&W x Harris & Ford x Triiipl3 Inc.;127;150.000000;No Tech;Beginner;1;Lisek;Bass Tester EXTREME 3
405;Fantasy;(Tricky Disco);W&W x Harris & Ford x Triiipl3 Inc.;127;150.000000;No Tech;Easy;5;Lisek;Bass Tester EXTREME 3
406;Fantasy;(Tricky Disco);W&W x Harris & Ford x Triiipl3 Inc.;127;150.000000;JH JU;Medium;7;Lisek;Bass Tester EXTREME 3
407;Fantasy;(Tricky Disco);W&W x Harris & Ford x Triiipl3 Inc.;127;150.000000;JU XO DT-;Hard;8;Lisek;Bass Tester EXTREME 3
408;Fantasy;(Tricky Disco);W&W x Harris & Ford x Triiipl3 Inc.;127;150.000000;SJ+ BR DT BRFS- XO-;Challenge;10;Lisek;Bass Tester EXTREME 3
409;Fly With Me; ;Sub Zero Project;220;150.000000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
410;Fly With Me; ;Sub Zero Project;220;150.000000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
411;Fly With Me; ;Sub Zero Project;220;150.000000;FS XO;Medium;8;Tidek;Bass Tester EXTREME 3
412;Fly With Me; ;Sub Zero Project;220;150.000000;BXF;Hard;11;Tidek;Bass Tester EXTREME 3
413;Fly With Me; ;Sub Zero Project;220;150.000000;BX-F DS;Challenge;13;arki;Bass Tester EXTREME 3
414;Gammarine Dance; ;AltVoid;139;148.000000;No Tech;Beginner;1;Ayaka;Bass Tester EXTREME 3
415;Gammarine Dance; ;AltVoid;139;148.000000;No Tech;Easy;4;Ayaka;Bass Tester EXTREME 3
416;Gammarine Dance; ;AltVoid;139;148.000000;FS BR-;Medium;8;Ayaka;Bass Tester EXTREME 3
417;Gammarine Dance; ;AltVoid;139;148.000000;FS DS SS-;Hard;10;Ayaka;Bass Tester EXTREME 3
418;Gammarine Dance; ;AltVoid;139;148.000000;B+XF+ SS BT SPD-;Challenge;12;Ayaka;Bass Tester EXTREME 3
419;Give It To Dem; ;Skan feat. Highdiwaan & Drama B;134;150.000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
420;Give It To Dem; ;Skan feat. Highdiwaan & Drama B;134;150.000;No Tech;Easy;5;Tidek;Bass Tester EXTREME 3
421;Give It To Dem; ;Skan feat. Highdiwaan & Drama B;134;150.000;FS SS XO;Medium;8;Tidek;Bass Tester EXTREME 3
422;Give It To Dem; ;Skan feat. Highdiwaan & Drama B;134;150.000;FS SS DS XO-;Hard;10;Tidek;Bass Tester EXTREME 3
423;Give It To Dem; ;Skan feat. Highdiwaan & Drama B;134;150.000;BX+F SS BT DS;Challenge;12;arki & Tidek;Bass Tester EXTREME 3
